keibajo_code,keibajo_name,distance,waku,sample_count,tansho_hit_rate,fukusho_hit_rate,avg_hit_rate,baseline_rate,wakuban_coefficient
54,高知,1400,1,5205,8.17,29.84,19.005,19.19875,-0.29062500000000213
54,高知,1400,2,5205,8.88,28.07,18.475,19.19875,-1.0856249999999985
54,高知,1400,3,5205,10.18,29.82,20.0,19.19875,1.2018749999999994
54,高知,1400,4,5205,9.59,28.65,19.119999999999997,19.19875,-0.11812500000000448
54,高知,1400,5,6634,9.32,27.46,18.39,19.19875,-1.2131249999999998
54,高知,1400,6,7718,9.38,27.07,18.225,19.19875,-1.4606249999999985
54,高知,1400,7,8843,9.8,28.73,19.265,19.19875,0.09937500000000021
54,高知,1400,8,9585,10.94,31.28,21.11,19.19875,2.8668749999999985
54,高知,1600,1,1473,12.42,34.08,23.25,21.5625,2.53125
54,高知,1600,2,1473,11.47,34.01,22.74,21.5625,1.7662499999999977
54,高知,1600,3,1473,12.02,33.94,22.979999999999997,21.5625,2.1262499999999953
54,高知,1600,4,1473,10.32,33.06,21.69,21.5625,0.19125000000000192
54,高知,1600,5,1473,11.0,34.49,22.745,21.5625,1.7737500000000015
54,高知,1600,6,1847,10.12,30.21,20.165,21.5625,-2.0962500000000013
54,高知,1600,7,2161,9.07,29.2,19.134999999999998,21.5625,-3.641250000000003
54,高知,1600,8,2397,10.05,29.54,19.795,21.5625,-2.6512499999999974
54,高知,1800,1,32,6.25,34.38,20.315,18.335625,2.9690625000000015
54,高知,1800,2,32,3.13,21.88,12.504999999999999,18.335625,-8.745937500000002
54,高知,1800,3,32,15.63,31.25,23.44,18.335625,7.6565625000000015
54,高知,1800,4,32,15.63,31.25,23.44,18.335625,7.6565625000000015
54,高知,1800,5,53,3.77,22.64,13.205,18.335625,-7.6959375
54,高知,1800,6,55,10.91,30.91,20.91,18.335625,3.8615625
54,高知,1800,7,60,10.0,28.33,19.165,18.335625,1.2440624999999983
54,高知,1800,8,62,8.06,19.35,13.705000000000002,18.335625,-6.945937499999998
54,高知,1900,1,57,3.51,22.81,13.16,17.096875,-5.905312500000001
54,高知,1900,2,57,7.02,24.56,15.79,17.096875,-1.9603125000000023
54,高知,1900,3,57,10.53,26.32,18.425,17.096875,1.9921875
54,高知,1900,4,57,10.53,29.82,20.175,17.096875,4.6171875
54,高知,1900,5,95,9.47,26.32,17.895,17.096875,1.1971874999999983
54,高知,1900,6,107,9.35,21.5,15.425,17.096875,-2.5078125
54,高知,1900,7,110,10.0,28.18,19.09,17.096875,2.9896874999999987
54,高知,1900,8,113,7.08,26.55,16.815,17.096875,-0.42281249999999915
54,高知,2400,1,10,0.0,30.0,15.0,16.875,-2.8125
54,高知,2400,2,10,0.0,10.0,5.0,16.875,-17.8125
54,高知,2400,3,10,10.0,30.0,20.0,16.875,4.6875
54,高知,2400,4,10,20.0,40.0,30.0,16.875,19.6875
54,高知,2400,5,20,10.0,30.0,20.0,16.875,4.6875
54,高知,2400,6,20,5.0,25.0,15.0,16.875,-2.8125
54,高知,2400,7,20,5.0,20.0,12.5,16.875,-6.5625
54,高知,2400,8,20,15.0,20.0,17.5,16.875,0.9375
55,佐賀,900,1,726,9.23,26.72,17.975,20.228125,-3.3796874999999957
55,佐賀,900,2,726,9.5,30.3,19.9,20.228125,-0.4921875
55,佐賀,900,3,726,10.06,31.54,20.8,20.228125,0.8578125000000032
55,佐賀,900,4,726,9.64,30.3,19.97,20.228125,-0.3871874999999996
55,佐賀,900,5,888,8.9,28.04,18.47,20.228125,-2.6371874999999996
55,佐賀,900,6,1027,11.98,32.23,22.104999999999997,20.228125,2.8153124999999974
55,佐賀,900,7,1099,9.65,31.21,20.43,20.228125,0.3028125000000017
55,佐賀,900,8,1161,11.71,32.64,22.175,20.228125,2.920312500000003
55,佐賀,1300,1,3845,8.09,27.41,17.75,20.284375,-3.801562500000001
55,佐賀,1300,2,3845,9.47,29.73,19.6,20.284375,-1.026562499999999
55,佐賀,1300,3,3845,9.99,29.93,19.96,20.284375,-0.4865624999999998
55,佐賀,1300,4,3845,9.88,31.7,20.79,20.284375,0.7584374999999977
55,佐賀,1300,5,4293,10.41,30.19,20.3,20.284375,0.0234375
55,佐賀,1300,6,4978,10.14,30.21,20.175,20.284375,-0.1640625
55,佐賀,1300,7,5887,10.97,31.71,21.34,20.284375,1.5834374999999987
55,佐賀,1300,8,6560,11.69,33.03,22.36,20.284375,3.113437499999998
55,佐賀,1400,1,6786,9.55,28.6,19.075000000000003,19.928125,-1.2796874999999979
55,佐賀,1400,2,6786,9.83,30.45,20.14,19.928125,0.3178124999999987
55,佐賀,1400,3,6786,9.05,29.47,19.259999999999998,19.928125,-1.0021875000000051
55,佐賀,1400,4,6786,10.8,30.96,20.880000000000003,19.928125,1.4278125000000017
55,佐賀,1400,5,7749,9.77,28.95,19.36,19.928125,-0.852187500000003
55,佐賀,1400,6,9155,9.72,29.65,19.685,19.928125,-0.36468750000000405
55,佐賀,1400,7,10981,10.08,29.71,19.895,19.928125,-0.04968750000000277
55,佐賀,1400,8,12100,10.76,31.5,21.13,19.928125,1.8028124999999964
55,佐賀,1750,1,603,8.62,31.67,20.145,19.426875,1.0771875000000009
55,佐賀,1750,2,603,8.29,27.36,17.825,19.426875,-2.4028124999999996
55,佐賀,1750,3,603,9.78,29.68,19.73,19.426875,0.45468750000000213
55,佐賀,1750,4,603,10.28,27.53,18.905,19.426875,-0.7828124999999968
55,佐賀,1750,5,717,10.74,29.99,20.365,19.426875,1.4071874999999991
55,佐賀,1750,6,864,9.95,28.01,18.98,19.426875,-0.6703124999999979
55,佐賀,1750,7,1012,10.57,30.04,20.305,19.426875,1.317187500000001
55,佐賀,1750,8,1096,9.12,29.2,19.16,19.426875,-0.4003124999999983
55,佐賀,1800,1,441,8.16,24.94,16.55,19.7925,-4.86375
55,佐賀,1800,2,441,10.2,35.37,22.784999999999997,19.7925,4.488749999999994
55,佐賀,1800,3,441,9.52,31.29,20.405,19.7925,0.9187500000000011
55,佐賀,1800,4,441,9.98,27.44,18.71,19.7925,-1.6237499999999994
55,佐賀,1800,5,517,9.09,28.82,18.955,19.7925,-1.2562500000000032
55,佐賀,1800,6,613,9.95,30.51,20.23,19.7925,0.65625
55,佐賀,1800,7,730,10.68,28.77,19.725,19.7925,-0.10124999999999851
55,佐賀,1800,8,777,10.94,31.02,20.98,19.7925,1.78125
55,佐賀,1860,1,29,10.34,31.03,20.685000000000002,20.70125,-0.024374999999999147
55,佐賀,1860,2,29,10.34,20.69,15.515,20.70125,-7.779375000000002
55,佐賀,1860,3,29,10.34,41.38,25.86,20.70125,7.738124999999997
55,佐賀,1860,4,29,10.34,58.62,34.48,20.70125,20.668124999999993
55,佐賀,1860,5,34,14.71,35.29,25.0,20.70125,6.448124999999997
55,佐賀,1860,6,39,2.56,23.08,12.819999999999999,20.70125,-11.821875000000006
55,佐賀,1860,7,44,9.09,15.91,12.5,20.70125,-12.301875000000003
55,佐賀,1860,8,48,12.5,25.0,18.75,20.70125,-2.9268750000000026
55,佐賀,2000,1,93,9.68,33.33,21.505,19.959375,2.3184374999999964
55,佐賀,2000,2,93,7.53,31.18,19.355,19.959375,-0.9065625000000015
55,佐賀,2000,3,93,10.75,34.41,22.58,19.959375,3.9309374999999953
55,佐賀,2000,4,93,8.6,24.73,16.665,19.959375,-4.941562500000003
55,佐賀,2000,5,113,9.73,29.2,19.465,19.959375,-0.7415625000000023
55,佐賀,2000,6,127,10.24,31.5,20.87,19.959375,1.3659374999999994
55,佐賀,2000,7,141,7.8,22.7,15.25,19.959375,-7.064062500000002
55,佐賀,2000,8,148,14.19,33.78,23.985,19.959375,6.038437499999997
55,佐賀,2500,1,10,10.0,10.0,10.0,19.98125,-14.971874999999999
55,佐賀,2500,2,10,10.0,20.0,15.0,19.98125,-7.471874999999999
55,佐賀,2500,3,10,10.0,40.0,25.0,19.98125,7.528125000000001
55,佐賀,2500,4,10,0.0,30.0,15.0,19.98125,-7.471874999999999
55,佐賀,2500,5,12,8.33,33.33,20.83,19.98125,1.2731249999999985
55,佐賀,2500,6,13,7.69,30.77,19.23,19.98125,-1.1268749999999983
55,佐賀,2500,7,15,20.0,33.33,26.665,19.98125,10.025625
55,佐賀,2500,8,16,12.5,43.75,28.125,19.98125,12.215625000000001
